,Finish,Start,Car #,Driver,Make,Pts,S1,S2,S3,Laps,Led,Status,Rating,Team,track,season
14,15,1,18.0,Kyle Busch,Toyota,32,1,,,266,85,running,123.3,Joe Gibbs Racing,Chicago,2017
15,16,9,3.0,Austin Dillon,Chevrolet,21,,,,266,0,running,76.7,Richard Childress Racing,Chicago,2017
16,17,20,88.0,Dale Earnhardt Jr.,Chevrolet,20,,,,266,0,running,65.5,Hendrick Motorsports,Chicago,2017
17,18,22,10.0,Danica Patrick,Ford,19,,,,265,0,running,70.2,Stewart-Haas Racing,Chicago,2017
18,19,17,41.0,Kurt Busch,Ford,21,,8,,265,0,running,81.6,Stewart-Haas Racing,Chicago,2017
19,20,27,34.0,Landon Cassill,Ford,17,,,,265,2,running,64.5,Front Row Motorsports,Chicago,2017
20,21,25,5.0,Kasey Kahne,Chevrolet,16,,,,264,0,running,66.7,Hendrick Motorsports,Chicago,2017
21,22,26,6.0,Trevor Bayne,Ford,15,,,,264,0,running,59.6,Roush Fenway Racing,Chicago,2017
22,23,16,31.0,Ryan Newman,Chevrolet,14,,,,264,0,running,62.8,Richard Childress Racing,Chicago,2017
23,24,21,43.0,Aric Almirola,Ford,13,,,,264,0,running,60.4,Richard Petty Motorsports,Chicago,2017
24,25,15,17.0,Ricky Stenhouse Jr.,Ford,12,,,,263,0,running,54.3,Roush Fenway Racing,Chicago,2017
25,26,29,47.0,A.J. Allmendinger,Chevrolet,11,,,,263,0,running,47.8,JTG Daugherty Racing,Chicago,2017
26,27,18,37.0,Chris Buescher,Chevrolet,10,,,,263,0,running,51.4,JTG Daugherty Racing,Chicago,2017
27,28,23,13.0,Ty Dillon,Chevrolet,9,,,,262,0,running,51.8,Germain Racing,Chicago,2017
28,29,31,38.0,David Ragan,Ford,8,,,,262,0,running,45.3,Front Row Motorsports,Chicago,2017
29,30,30,95.0,Michael McDowell,Chevrolet,7,,,,262,0,running,44.5,Leavine Family Racing,Chicago,2017
30,31,32,32.0,Matt DiBenedetto,Ford,6,,,,261,0,running,41.2,GO FAS Racing,Chicago,2017
31,32,34,15.0,Reed Sorenson,Chevrolet,5,,,,259,0,running,38.7,Premium Motorsports,Chicago,2017
32,33,24,77.0,Erik Jones,Toyota,4,,,,259,0,running,58.6,Furniture Row Racing,Chicago,2017
33,34,37,33.0,Jeffrey Earnhardt,Chevrolet,3,,,,258,0,running,33.5,Circle Sport / TMG,Chicago,2017
34,35,35,72.0,Cole Whitt,Chevrolet,2,,,,257,0,running,31.7,TriStar Motorsports,Chicago,2017
35,36,33,23.0,Corey LaJoie,Toyota,0,,,,256,0,running,32.7,BK Racing,Chicago,2017
36,37,40,83.0,Brett Moffitt,Toyota,0,,,,255,0,running,33.0,BK Racing,Chicago,2017
37,38,36,55.0,Gray Gaulding,Toyota,1,,,,254,0,running,26.3,Premium Motorsports,Chicago,2017
38,39,38,66.0,Timmy Hill,Chevrolet,0,,,,254,0,running,26.3,MBM Motorsports,Chicago,2017
39,40,39,51.0,Ray Black Jr.,Chevrolet,0,,,,251,0,running,23.2,Rick Ware Racing,Chicago,2017
0,1,1,18.0,Kyle Busch,Toyota,58,3,1,,300,187,running,149.2,Joe Gibbs Racing,NewHampshire,2017
1,2,2,42.0,Kyle Larson,Chevrolet,50,2,5,,300,1,running,122.0,Chip Ganassi Racing,NewHampshire,2017
2,3,10,20.0,Matt Kenseth,Toyota,48,6,2,,300,0,running,117.5,Joe Gibbs Racing,NewHampshire,2017
3,4,13,2.0,Brad Keselowski,Ford,45,7,3,,300,0,running,106.2,Team Penske,NewHampshire,2017
4,5,5,78.0,Martin Truex Jr.,Toyota,47,1,6,,300,112,running,118.1,Furniture Row Racing,NewHampshire,2017
5,6,8,77.0,Erik Jones,Toyota,45,4,4,,300,0,running,111.3,Furniture Row Racing,NewHampshire,2017
6,7,16,14.0,Clint Bowyer,Ford,30,,,,300,0,running,89.6,Stewart-Haas Racing,NewHampshire,2017
7,8,25,19.0,Daniel Suarez,Toyota,29,,,,300,0,running,82.7,Joe Gibbs Racing,NewHampshire,2017
8,9,4,21.0,Ryan Blaney,Ford,36,5,9,,300,0,running,98.7,Wood Brothers Racing,NewHampshire,2017
9,10,39,22.0,Joey Logano,Ford,27,,,,300,0,running,84.1,Team Penske,NewHampshire,2017
10,11,14,24.0,Chase Elliott,Chevrolet,26,,,,300,0,running,83.7,Hendrick Motorsports,NewHampshire,2017
11,12,3,11.0,Denny Hamlin,Toyota,30,9,8,,300,0,running,95.0,Joe Gibbs Racing,NewHampshire,2017
12,13,18,31.0,Ryan Newman,Chevrolet,24,,,,300,0,running,76.3,Richard Childress Racing,NewHampshire,2017
13,14,12,48.0,Jimmie Johnson,Chevrolet,30,8,7,,300,0,running,93.0,Hendrick Motorsports,NewHampshire,2017
14,15,24,17.0,Ricky Stenhouse Jr.,Ford,22,,,,300,0,running,67.7,Roush Fenway Racing,NewHampshire,2017
15,16,11,1.0,Jamie McMurray,Chevrolet,22,,10,,300,0,running,85.7,Chip Ganassi Racing,NewHampshire,2017
16,17,20,47.0,A.J. Allmendinger,Chevrolet,20,,,,300,0,running,67.7,JTG Daugherty Racing,NewHampshire,2017
17,18,27,10.0,Danica Patrick,Ford,19,,,,300,0,running,64.0,Stewart-Haas Racing,NewHampshire,2017
18,19,17,3.0,Austin Dillon,Chevrolet,18,,,,300,0,running,67.8,Richard Childress Racing,NewHampshire,2017
19,20,19,27.0,Paul Menard,Chevrolet,17,,,,300,0,running,63.2,Richard Childress Racing,NewHampshire,2017
20,21,22,37.0,Chris Buescher,Chevrolet,16,,,,299,0,running,57.7,JTG Daugherty Racing,NewHampshire,2017
21,22,30,13.0,Ty Dillon,Chevrolet,15,,,,298,0,running,49.3,Germain Racing,NewHampshire,2017
22,23,31,95.0,Michael McDowell,Chevrolet,14,,,,298,0,running,48.8,Leavine Family Racing,NewHampshire,2017
23,24,23,6.0,Trevor Bayne,Ford,13,,,,298,0,running,55.7,Roush Fenway Racing,NewHampshire,2017
24,25,28,34.0,Landon Cassill,Ford,12,,,,298,0,running,50.9,Front Row Motorsports,NewHampshire,2017
25,26,29,43.0,Aric Almirola,Ford,11,,,,297,0,running,50.9,Richard Petty Motorsports,NewHampshire,2017
26,27,33,23.0,Corey LaJoie,Toyota,0,,,,297,0,running,42.2,BK Racing,NewHampshire,2017
27,28,35,15.0,Reed Sorenson,Chevrolet,9,,,,297,0,running,37.5,Premium Motorsports,NewHampshire,2017
28,29,21,38.0,David Ragan,Ford,8,,,,296,0,running,45.7,Front Row Motorsports,NewHampshire,2017
29,30,32,72.0,Cole Whitt,Chevrolet,7,,,,296,0,running,36.8,TriStar Motorsports,NewHampshire,2017
30,31,26,32.0,Matt DiBenedetto,Ford,6,,,,295,0,running,40.5,GO FAS Racing,NewHampshire,2017
31,32,36,83.0,Brett Moffitt,Toyota,0,,,,294,0,running,32.7,BK Racing,NewHampshire,2017
32,33,34,55.0,Gray Gaulding,Toyota,4,,,,293,0,running,30.7,Premium Motorsports,NewHampshire,2017
33,34,15,88.0,Dale Earnhardt Jr.,Chevrolet,3,,,,289,0,running,53.0,Hendrick Motorsports,NewHampshire,2017
34,35,9,5.0,Kasey Kahne,Chevrolet,2,,,,289,0,running,65.2,Hendrick Motorsports,NewHampshire,2017
35,36,6,4.0,Kevin Harvick,Ford,2,10,,,148,0,accident,58.9,Stewart-Haas Racing,NewHampshire,2017
36,37,7,41.0,Kurt Busch,Ford,1,,,,148,0,accident,52.8,Stewart-Haas Racing,NewHampshire,2017
37,38,37,33.0,Jeffrey Earnhardt,Chevrolet,1,,,,143,0,accident,25.3,Circle Sport / TMG,NewHampshire,2017
38,39,38,51.0,Cody Ware,Chevrolet,1,,,,74,0,rear gear,23.2,Rick Ware Racing,NewHampshire,2017
0,1,2,18.0,Kyle Busch,Toyota,56,2,4,,400,30,running,119.9,Joe Gibbs Racing,Dover,2017
1,2,12,24.0,Chase Elliott,Chevrolet,47,7,3,,400,138,running,129.8,Hendrick Motorsports,Dover,2017
2,3,17,48.0,Jimmie Johnson,Chevrolet,40,,5,,400,5,running,109.6,Hendrick Motorsports,Dover,2017
3,4,1,78.0,Martin Truex Jr.,Toyota,50,3,2,,400,51,running,123.1,Furniture Row Racing,Dover,2017
4,5,3,42.0,Kyle Larson,Chevrolet,47,6,1,,400,137,running,123.2,Chip Ganassi Racing,Dover,2017
5,6,19,14.0,Clint Bowyer,Ford,32,,10,,400,0,running,95.4,Stewart-Haas Racing,Dover,2017
6,7,7,88.0,Dale Earnhardt Jr.,Chevrolet,34,,7,,400,0,running,104.3,Hendrick Motorsports,Dover,2017
7,8,5,19.0,Daniel Suarez,Toyota,29,,,,400,0,running,91.3,Joe Gibbs Racing,Dover,2017
8,9,26,1.0,Jamie McMurray,Chevrolet,30,,9,,400,0,running,88.8,Chip Ganassi Racing,Dover,2017
9,10,16,2.0,Brad Keselowski,Ford,40,1,8,,400,39,running,96.6,Team Penske,Dover,2017
10,11,4,20.0,Matt Kenseth,Toyota,26,,,,400,0,running,86.9,Joe Gibbs Racing,Dover,2017
11,12,10,77.0,Erik Jones,Toyota,25,,,,400,0,running,84.8,Furniture Row Racing,Dover,2017
12,13,8,31.0,Ryan Newman,Chevrolet,24,,,,399,0,running,78.4,Richard Childress Racing,Dover,2017
13,14,21,5.0,Kasey Kahne,Chevrolet,23,,,,399,0,running,79.2,Hendrick Motorsports,Dover,2017
14,15,18,22.0,Joey Logano,Ford,22,,,,399,0,running,74.2,Team Penske,Dover,2017
15,16,23,3.0,Austin Dillon,Chevrolet,21,,,,399,0,running,67.2,Richard Childress Racing,Dover,2017
16,17,9,4.0,Kevin Harvick,Ford,23,8,,,399,0,running,103.7,Stewart-Haas Racing,Dover,2017
17,18,24,10.0,Danica Patrick,Ford,25,5,,,399,0,running,66.2,Stewart-Haas Racing,Dover,2017
18,19,15,17.0,Ricky Stenhouse Jr.,Ford,25,4,,,399,0,running,68.7,Roush Fenway Racing,Dover,2017
19,20,13,41.0,Kurt Busch,Ford,17,,,,398,0,running,73.2,Stewart-Haas Racing,Dover,2017
20,21,28,38.0,David Ragan,Ford,18,9,,,397,0,running,58.5,Front Row Motorsports,Dover,2017
21,22,29,13.0,Ty Dillon,Chevrolet,15,,,,397,0,running,56.7,Germain Racing,Dover,2017
22,23,11,21.0,Ryan Blaney,Ford,14,,,,397,0,running,63.6,Wood Brothers Racing,Dover,2017
23,24,20,6.0,Trevor Bayne,Ford,13,,,,396,0,running,54.5,Roush Fenway Racing,Dover,2017
24,25,14,43.0,Aric Almirola,Ford,12,,,,396,0,running,57.9,Richard Petty Motorsports,Dover,2017
25,26,25,27.0,Paul Menard,Chevrolet,11,,,,396,0,running,50.5,Richard Childress Racing,Dover,2017
26,27,30,95.0,Michael McDowell,Chevrolet,10,,,,396,0,running,47.2,Leavine Family Racing,Dover,2017
27,28,27,47.0,A.J. Allmendinger,Chevrolet,9,,,,395,0,running,54.1,JTG Daugherty Racing,Dover,2017
28,29,31,34.0,Landon Cassill,Ford,8,,,,394,0,running,44.0,Front Row Motorsports,Dover,2017
29,30,22,37.0,Chris Buescher,Chevrolet,7,,,,394,0,running,44.2,JTG Daugherty Racing,Dover,2017
30,31,40,32.0,Matt DiBenedetto,Ford,6,,,,393,0,running,41.9,GO FAS Racing,Dover,2017
31,32,33,72.0,Cole Whitt,Chevrolet,5,,,,392,0,running,37.7,TriStar Motorsports,Dover,2017
32,33,34,83.0,Brett Moffitt,Toyota,0,,,,391,0,running,34.7,BK Racing,Dover,2017
33,34,37,23.0,Corey LaJoie,Toyota,0,,,,389,0,running,32.7,BK Racing,Dover,2017
34,35,6,11.0,Denny Hamlin,Toyota,8,10,6,,374,0,axle,80.0,Joe Gibbs Racing,Dover,2017
35,36,36,51.0,B.J. McLeod,Chevrolet,0,,,,372,0,running,26.7,Rick Ware Racing,Dover,2017
36,37,38,33.0,Jeffrey Earnhardt,Chevrolet,1,,,,368,0,running,27.8,Circle Sport / TMG,Dover,2017
37,38,32,15.0,Ross Chastain,Chevrolet,0,,,,348,0,running,35.6,Premium Motorsports,Dover,2017
38,39,39,55.0,Reed Sorenson,Toyota,1,,,,162,0,engine,26.8,Premium Motorsports,Dover,2017
39,40,35,66.0,Timmy Hill,Chevrolet,0,,,,39,0,electrical,24.8,MBM Motorsports,Dover,2017
0,1,17,78.0,Martin Truex Jr.,Toyota,47,,4,,337,91,running,126.5,Furniture Row Racing,Charlotte,2017
1,2,7,24.0,Chase Elliott,Chevrolet,53,2,2,,337,12,running,119.0,Hendrick Motorsports,Charlotte,2017
2,3,3,4.0,Kevin Harvick,Ford,54,1,1,,337,149,running,140.6,Stewart-Haas Racing,Charlotte,2017
3,4,1,11.0,Denny Hamlin,Toyota,43,6,6,,337,45,running,110.9,Joe Gibbs Racing,Charlotte,2017
4,5,18,1.0,Jamie McMurray,Chevrolet,41,3,10,,337,4,running,103.3,Chip Ganassi Racing,Charlotte,2017
5,6,14,19.0,Daniel Suarez,Toyota,33,9,,,337,0,running,86.4,Joe Gibbs Racing,Charlotte,2017
6,7,25,48.0,Jimmie Johnson,Chevrolet,34,10,8,,337,0,running,96.4,Hendrick Motorsports,Charlotte,2017
7,8,15,21.0,Ryan Blaney,Ford,31,,9,,337,0,running,89.6,Wood Brothers Racing,Charlotte,2017
8,9,9,5.0,Kasey Kahne,Chevrolet,28,,,,337,2,running,87.1,Hendrick Motorsports,Charlotte,2017
9,10,10,42.0,Kyle Larson,Chevrolet,38,4,7,,337,12,running,110.4,Chip Ganassi Racing,Charlotte,2017
10,11,2,20.0,Matt Kenseth,Toyota,38,7,3,,337,0,running,95.1,Joe Gibbs Racing,Charlotte,2017
11,12,23,88.0,Dale Earnhardt Jr.,Chevrolet,25,,,,337,0,running,73.2,Hendrick Motorsports,Charlotte,2017
12,13,22,17.0,Ricky Stenhouse Jr.,Ford,24,,,,337,0,running,79.9,Roush Fenway Racing,Charlotte,2017
13,14,26,6.0,Trevor Bayne,Ford,23,,,,337,0,running,69.8,Roush Fenway Racing,Charlotte,2017
14,15,6,2.0,Brad Keselowski,Ford,22,,,,337,0,running,83.7,Team Penske,Charlotte,2017
15,16,13,3.0,Austin Dillon,Chevrolet,21,,,,337,0,running,85.5,Richard Childress Racing,Charlotte,2017
16,17,38,77.0,Erik Jones,Toyota,20,,,,337,0,running,57.1,Furniture Row Racing,Charlotte,2017
17,18,21,37.0,Chris Buescher,Chevrolet,19,,,,337,0,running,63.0,JTG Daugherty Racing,Charlotte,2017
18,19,20,27.0,Paul Menard,Chevrolet,18,,,,337,0,running,67.2,Richard Childress Racing,Charlotte,2017
19,20,19,47.0,A.J. Allmendinger,Chevrolet,17,,,,337,0,running,68.2,JTG Daugherty Racing,Charlotte,2017
20,21,27,13.0,Ty Dillon,Chevrolet,16,,,,337,0,running,64.2,Germain Racing,Charlotte,2017
21,22,8,41.0,Kurt Busch,Ford,24,8,5,,337,0,running,90.2,Stewart-Haas Racing,Charlotte,2017
22,23,29,32.0,Matt DiBenedetto,Ford,14,,,,337,0,running,49.0,GO FAS Racing,Charlotte,2017
23,24,24,43.0,Aric Almirola,Ford,13,,,,337,0,running,68.1,Richard Petty Motorsports,Charlotte,2017
24,25,30,34.0,Landon Cassill,Ford,12,,,,336,0,running,49.1,Front Row Motorsports,Charlotte,2017
25,26,28,22.0,Joey Logano,Ford,11,,,,335,0,running,44.9,Team Penske,Charlotte,2017
26,27,5,14.0,Clint Bowyer,Ford,10,,,,335,0,running,63.5,Stewart-Haas Racing,Charlotte,2017
27,28,39,23.0,Corey LaJoie,Toyota,0,,,,333,0,running,38.0,BK Racing,Charlotte,2017
28,29,4,18.0,Kyle Busch,Toyota,14,5,,,331,22,running,85.9,Joe Gibbs Racing,Charlotte,2017
29,30,37,33.0,Jeffrey Earnhardt,Chevrolet,7,,,,330,0,running,30.5,Circle Sport / TMG,Charlotte,2017
30,31,34,15.0,Reed Sorenson,Chevrolet,6,,,,330,0,running,38.2,Premium Motorsports,Charlotte,2017
31,32,33,51.0,B.J. McLeod,Chevrolet,0,,,,326,0,running,30.8,Rick Ware Racing,Charlotte,2017
32,33,36,66.0,Timmy Hill,Chevrolet,0,,,,326,0,running,29.1,MBM Motorsports,Charlotte,2017
33,34,32,72.0,Cole Whitt,Chevrolet,3,,,,295,0,running,40.0,TriStar Motorsports,Charlotte,2017
34,35,16,95.0,Michael McDowell,Chevrolet,2,,,,293,0,running,53.2,Leavine Family Racing,Charlotte,2017
35,36,35,55.0,Gray Gaulding,Toyota,1,,,,267,0,running,32.2,Premium Motorsports,Charlotte,2017
36,37,31,38.0,David Ragan,Ford,1,,,,263,0,accident,45.3,Front Row Motorsports,Charlotte,2017
37,38,12,10.0,Danica Patrick,Ford,1,,,,263,0,accident,47.5,Stewart-Haas Racing,Charlotte,2017
38,39,40,83.0,Brett Moffitt,Toyota,0,,,,89,0,accident,26.8,BK Racing,Charlotte,2017
39,40,11,31.0,Ryan Newman,Chevrolet,1,,,,43,0,accident,38.5,Richard Childress Racing,Charlotte,2017
0,1,6,2.0,Brad Keselowski,Ford,59,1,2,,188,7,running,95.2,Team Penske,Talladega,2017
1,2,27,31.0,Ryan Newman,Chevrolet,35,,,,188,3,running,62.1,Richard Childress Racing,Talladega,2017
2,3,10,6.0,Trevor Bayne,Ford,36,9,,,188,0,running,85.0,Roush Fenway Racing,Talladega,2017
3,4,3,22.0,Joey Logano,Ford,42,2,,,188,59,running,102.8,Team Penske,Talladega,2017
4,5,26,43.0,Aric Almirola,Ford,32,,,,188,0,running,62.4,Richard Petty Motorsports,Talladega,2017
5,6,15,11.0,Denny Hamlin,Toyota,32,,10,,188,4,running,87.3,Joe Gibbs Racing,Talladega,2017
6,7,1,88.0,Dale Earnhardt Jr.,Chevrolet,30,,,,188,7,running,92.1,Hendrick Motorsports,Talladega,2017
7,8,11,5.0,Kasey Kahne,Chevrolet,30,10,,,188,5,running,79.5,Hendrick Motorsports,Talladega,2017
8,9,39,83.0,Gray Gaulding,Toyota,28,,,,188,0,running,61.2,BK Racing,Talladega,2017
9,10,33,38.0,David Ragan,Ford,27,,,,188,0,running,70.8,Front Row Motorsports,Talladega,2017
10,11,25,13.0,Ty Dillon,Chevrolet,26,,,,188,0,running,74.8,Germain Racing,Talladega,2017
11,12,20,27.0,Paul Menard,Chevrolet,25,,,,188,0,running,70.4,Richard Childress Racing,Talladega,2017
12,13,12,42.0,Kyle Larson,Chevrolet,24,,,,188,0,running,76.0,Chip Ganassi Racing,Talladega,2017
13,14,19,20.0,Matt Kenseth,Toyota,23,,,,187,7,running,81.5,Joe Gibbs Racing,Talladega,2017
14,15,14,19.0,Daniel Suarez,Toyota,22,,,,184,11,accident,78.0,Joe Gibbs Racing,Talladega,2017
15,16,2,24.0,Chase Elliott,Chevrolet,28,,4,,182,26,accident,99.6,Hendrick Motorsports,Talladega,2017
16,17,28,37.0,Chris Buescher,Chevrolet,20,,,,182,0,accident,52.4,JTG Daugherty Racing,Talladega,2017
17,18,9,21.0,Ryan Blaney,Ford,37,3,1,,177,27,accident,98.3,Wood Brothers Racing,Talladega,2017
18,19,35,75.0,Brendan Gaughan,Chevrolet,0,,,,177,6,accident,69.3,Beard Motorsports,Talladega,2017
19,20,22,4.0,Kevin Harvick,Ford,20,,8,,176,0,accident,68.8,Stewart-Haas Racing,Talladega,2017
20,21,13,10.0,Danica Patrick,Ford,16,,,,175,0,accident,68.6,Stewart-Haas Racing,Talladega,2017
21,22,24,47.0,A.J. Allmendinger,Chevrolet,15,,,,172,1,accident,53.5,JTG Daugherty Racing,Talladega,2017
22,23,21,78.0,Martin Truex Jr.,Toyota,14,,,,171,0,accident,94.3,Furniture Row Racing,Talladega,2017
23,24,8,48.0,Jimmie Johnson,Chevrolet,23,5,7,,171,0,parked,99.8,Hendrick Motorsports,Talladega,2017
24,25,4,41.0,Kurt Busch,Ford,21,8,5,,171,3,accident,88.4,Stewart-Haas Racing,Talladega,2017
25,26,5,17.0,Ricky Stenhouse Jr.,Ford,18,4,,,171,6,accident,83.4,Roush Fenway Racing,Talladega,2017
26,27,16,18.0,Kyle Busch,Toyota,12,,9,,171,4,accident,81.6,Joe Gibbs Racing,Talladega,2017
27,28,30,34.0,Landon Cassill,Ford,9,,,,171,0,accident,65.5,Front Row Motorsports,Talladega,2017
28,29,18,3.0,Austin Dillon,Chevrolet,13,,6,,171,0,accident,65.0,Richard Childress Racing,Talladega,2017
29,30,29,95.0,Michael McDowell,Chevrolet,11,7,,,171,0,accident,72.8,Leavine Family Racing,Talladega,2017
30,31,32,32.0,Matt DiBenedetto,Ford,6,,,,171,12,parked,61.7,GO FAS Racing,Talladega,2017
31,32,37,23.0,Joey Gase,Toyota,0,,,,164,0,accident,47.5,BK Racing,Talladega,2017
32,33,40,55.0,D.J. Kennington,Toyota,4,,,,164,0,accident,39.9,Premium Motorsports,Talladega,2017
33,34,38,72.0,Cole Whitt,Chevrolet,3,,,,155,0,accident,51.6,TriStar Motorsports,Talladega,2017
34,35,7,14.0,Clint Bowyer,Ford,15,6,3,,155,0,accident,67.4,Stewart-Haas Racing,Talladega,2017
35,36,23,77.0,Erik Jones,Toyota,1,,,,26,0,accident,34.7,Furniture Row Racing,Talladega,2017
36,37,17,1.0,Jamie McMurray,Chevrolet,1,,,,25,0,accident,37.2,Chip Ganassi Racing,Talladega,2017
37,38,34,33.0,Jeffrey Earnhardt,Chevrolet,1,,,,25,0,accident,29.5,Circle Sport / TMG,Talladega,2017
38,39,36,15.0,Mark Thompson,Chevrolet,0,,,,25,0,accident,23.7,Premium Motorsports,Talladega,2017
39,40,31,7.0,Justin Marks,Chevrolet,0,,,,16,0,accident,24.8,Premium Motorsports,Talladega,2017
0,1,1,78.0,Martin Truex Jr.,Toyota,43,8,,,267,91,running,127.9,Furniture Row Racing,Kansas,2017
1,2,15,41.0,Kurt Busch,Ford,35,,,,267,0,running,92.2,Stewart-Haas Racing,Kansas,2017
2,3,40,21.0,Ryan Blaney,Ford,44,4,8,,267,3,running,106.5,Wood Brothers Racing,Kansas,2017
3,4,14,24.0,Chase Elliott,Chevrolet,39,7,9,,267,0,running,100.5,Hendrick Motorsports,Kansas,2017
4,5,4,11.0,Denny Hamlin,Toyota,50,3,1,,267,5,running,96.6,Joe Gibbs Racing,Kansas,2017
5,6,20,37.0,Chris Buescher,Chevrolet,31,,,,267,0,running,73.8,JTG Daugherty Racing,Kansas,2017
6,7,19,88.0,Dale Earnhardt Jr.,Chevrolet,30,,,,267,0,running,83.5,Hendrick Motorsports,Kansas,2017
7,8,2,4.0,Kevin Harvick,Ford,47,2,2,,267,37,running,118.3,Stewart-Haas Racing,Kansas,2017
8,9,25,43.0,Aric Almirola,Ford,28,,,,267,0,running,75.7,Richard Petty Motorsports,Kansas,2017
9,10,7,18.0,Kyle Busch,Toyota,43,1,5,,267,112,running,126.6,Joe Gibbs Racing,Kansas,2017
10,11,12,48.0,Jimmie Johnson,Chevrolet,32,6,10,,267,0,running,87.8,Hendrick Motorsports,Kansas,2017
11,12,23,27.0,Paul Menard,Chevrolet,25,,,,267,0,running,71.2,Richard Childress Racing,Kansas,2017
12,13,10,2.0,Brad Keselowski,Ford,32,,3,,267,18,running,83.3,Team Penske,Kansas,2017
13,14,11,3.0,Austin Dillon,Chevrolet,23,,,,267,0,running,79.9,Richard Childress Racing,Kansas,2017
14,15,21,5.0,Kasey Kahne,Chevrolet,22,,,,267,0,running,77.3,Hendrick Motorsports,Kansas,2017
15,16,29,13.0,Ty Dillon,Chevrolet,21,,,,267,0,running,64.8,Germain Racing,Kansas,2017
16,17,27,38.0,David Ragan,Ford,20,,,,267,0,running,55.5,Front Row Motorsports,Kansas,2017
17,18,16,95.0,Michael McDowell,Chevrolet,19,,,,267,0,running,59.9,Leavine Family Racing,Kansas,2017
18,19,9,14.0,Clint Bowyer,Ford,18,,,,267,0,running,73.4,Stewart-Haas Racing,Kansas,2017
19,20,28,6.0,Trevor Bayne,Ford,17,,,,267,0,running,63.3,Roush Fenway Racing,Kansas,2017
20,21,17,22.0,Joey Logano,Ford,16,,,,267,0,running,59.3,Team Penske,Kansas,2017
21,22,30,32.0,Matt DiBenedetto,Ford,15,,,,267,0,running,46.2,GO FAS Racing,Kansas,2017
22,23,31,34.0,Landon Cassill,Ford,14,,,,265,0,running,42.9,Front Row Motorsports,Kansas,2017
23,24,35,72.0,Cole Whitt,Chevrolet,13,,,,263,0,running,41.8,TriStar Motorsports,Kansas,2017
24,25,37,15.0,Reed Sorenson,Chevrolet,12,,,,263,0,running,41.8,Premium Motorsports,Kansas,2017
25,26,38,33.0,Jeffrey Earnhardt,Chevrolet,11,,,,261,0,running,33.8,Circle Sport / TMG,Kansas,2017
26,27,34,23.0,Corey LaJoie,Toyota,0,,,,261,0,running,37.9,BK Racing,Kansas,2017
27,28,33,55.0,Gray Gaulding,Toyota,9,,,,259,0,running,31.2,Premium Motorsports,Kansas,2017
28,29,24,17.0,Ricky Stenhouse Jr.,Ford,8,,,,256,0,accident,49.2,Roush Fenway Racing,Kansas,2017
29,30,36,51.0,B.J. McLeod,Chevrolet,0,,,,254,0,running,28.5,Rick Ware Racing,Kansas,2017
30,31,32,83.0,Brett Moffitt,Toyota,0,,,,238,0,running,33.2,BK Racing,Kansas,2017
31,32,26,47.0,A.J. Allmendinger,Chevrolet,5,,,,232,0,accident,44.7,JTG Daugherty Racing,Kansas,2017
32,33,18,31.0,Ryan Newman,Chevrolet,4,,,,203,0,accident,60.5,Richard Childress Racing,Kansas,2017
33,34,8,1.0,Jamie McMurray,Chevrolet,13,5,7,,198,1,accident,89.4,Chip Ganassi Racing,Kansas,2017
34,35,6,77.0,Erik Jones,Toyota,8,10,6,,197,0,accident,77.6,Furniture Row Racing,Kansas,2017
35,36,5,19.0,Daniel Suarez,Toyota,1,,,,197,0,accident,67.0,Joe Gibbs Racing,Kansas,2017
36,37,3,20.0,Matt Kenseth,Toyota,10,9,4,,197,0,accident,95.9,Joe Gibbs Racing,Kansas,2017
37,38,22,10.0,Danica Patrick,Ford,1,,,,197,0,accident,44.2,Stewart-Haas Racing,Kansas,2017
38,39,13,42.0,Kyle Larson,Chevrolet,1,,,,73,0,engine,62.0,Chip Ganassi Racing,Kansas,2017
39,40,39,0.0,Derrike Cope,Chevrolet,1,,,,35,0,handling,,StarCom Racing,Kansas,2017
0,1,14,18.0,Kyle Busch,Toyota,58,2,2,,505,184,running,133.7,Joe Gibbs Racing,Martinsville,2017
1,2,2,78.0,Martin Truex Jr.,Toyota,48,5,4,,505,0,running,112.8,Furniture Row Racing,Martinsville,2017
2,3,5,14.0,Clint Bowyer,Ford,36,,9,,505,0,running,104.7,Stewart-Haas Racing,Martinsville,2017
3,4,7,2.0,Brad Keselowski,Ford,53,1,1,,505,108,running,131.5,Team Penske,Martinsville,2017
4,5,13,4.0,Kevin Harvick,Ford,36,,7,,505,0,running,100.4,Stewart-Haas Racing,Martinsville,2017
5,6,34,6.0,Trevor Bayne,Ford,31,,,,505,0,running,72.4,Roush Fenway Racing,Martinsville,2017
6,7,6,11.0,Denny Hamlin,Toyota,31,10,,,505,7,running,96.5,Joe Gibbs Racing,Martinsville,2017
7,8,4,21.0,Ryan Blaney,Ford,38,7,6,,505,0,running,103.7,Wood Brothers Racing,Martinsville,2017
8,9,17,20.0,Matt Kenseth,Toyota,31,,8,,505,0,running,93.7,Joe Gibbs Racing,Martinsville,2017
9,10,22,17.0,Ricky Stenhouse Jr.,Ford,27,,,,505,0,running,71.7,Roush Fenway Racing,Martinsville,2017
10,11,21,88.0,Dale Earnhardt Jr.,Chevrolet,26,,,,505,0,running,77.8,Hendrick Motorsports,Martinsville,2017
